,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
5002,Honda,2018,780000,30000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0
5003,Ford,2014,500000,80000,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0
5005,Maruti,2017,335000,25000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
5006,Maruti,2017,755000,20000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
5007,Hyundai,2017,340000,30000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5010,Volkswagen,2013,350000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0
5012,Maruti,2018,695000,40000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0
5013,Maruti,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
5015,Maruti,2016,590000,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5016,Maruti,2017,635000,120000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0
5018,Renault,2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0
5019,Maruti,2014,600000,50000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
5021,Toyota,2015,525000,80000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0
5022,Ford,2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399.0,68.0,5.0
5023,Maruti,2007,55000,70000,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0
5024,Maruti,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,5.0
5025,Maruti,2017,925000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
5028,Maruti,2018,950000,7500,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
5030,Maruti,2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0
5032,Maruti,2009,229999,71000,Petrol,Individual,Manual,First Owner,16.1,1197.0,85.0,5.0
5033,Maruti,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
5034,Maruti,2012,200000,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5036,Nissan,2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0
5037,Hyundai,2017,666000,13000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
5039,Honda,2018,834000,30000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0
5041,Maruti,2010,360000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0
5042,Hyundai,2014,240000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5044,Tata,2010,135000,148000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0
5047,Skoda,2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0
5048,Chevrolet,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0
5049,Hyundai,2014,215000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5050,Datsun,2014,225000,35000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.0,5.0
5051,Renault,2017,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
5053,Hyundai,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0
5055,Tata,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0
5056,Hyundai,2013,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197.0,82.85,5.0
5057,Volkswagen,2013,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197.0,103.6,5.0
5058,Volkswagen,2016,579000,7949,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0
5059,Hyundai,2010,258000,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,5.0
5060,Honda,2012,428000,49185,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.4,5.0
5061,Hyundai,2011,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0
5062,Volkswagen,2013,389000,58245,Petrol,Dealer,Manual,First Owner,16.47,1198.0,73.9,5.0
5063,Nissan,2015,346000,36422,Petrol,Dealer,Manual,First Owner,18.44,1198.0,75.0,5.0
5064,Honda,2011,339000,42535,Petrol,Dealer,Manual,First Owner,16.7,1198.0,88.8,5.0
5065,Hyundai,2011,272000,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197.0,78.9,5.0
5066,Maruti,2012,369000,56246,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,5.0
5067,Maruti,2011,277000,55403,Petrol,Dealer,Manual,First Owner,18.6,1197.0,85.8,5.0
5068,Tata,2018,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
5069,Maruti,2015,265000,67000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
5071,Hyundai,2014,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0
5072,Hyundai,2019,667000,7500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0
5074,Tata,2012,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0
5075,Tata,2016,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0
5076,Ford,2005,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0
5077,Ford,2012,280000,105358,Diesel,Individual,Manual,Third Owner,17.8,1399.0,67.0,5.0
5078,Hyundai,2014,590000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
5079,Hyundai,2010,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
5080,Honda,2017,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0
5083,Chevrolet,2013,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0
5085,Maruti,2014,220000,100000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
5086,Hyundai,2018,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197.0,81.86,5.0
5092,Ford,2010,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0
5093,Renault,2012,550000,86000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
5094,Maruti,2009,125000,141000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5095,Honda,2011,450000,80000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0
5097,Maruti,2014,459999,65000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
5098,Maruti,2014,434999,110000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
5099,Tata,2008,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0
5100,Maruti,2015,600000,80000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5101,Maruti,2008,135000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
5102,Hyundai,2016,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
5104,Hyundai,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
5107,Fiat,2015,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,5.0
5108,Maruti,2017,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5109,Maruti,2016,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
5110,Maruti,2020,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
5112,Honda,2013,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0
5114,Mahindra,2014,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461.0,65.0,5.0
5115,Maruti,2015,615000,60000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
5118,Renault,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0
5119,Renault,2014,520000,120000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0
5120,Ford,2018,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0
5123,Mahindra,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0
5124,Maruti,2011,265000,60000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0
5125,Volkswagen,2016,395000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5.0
5126,Volkswagen,2016,385000,40000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,5.0
5127,Maruti,2009,142000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
5128,Hyundai,2009,160000,35000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0
5129,Tata,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0
5130,Ford,2019,700000,3177,Petrol,Dealer,Manual,First Owner,18.5,1194.0,94.93,5.0
5131,Hyundai,2015,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,5.0
5132,Tata,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5.0
5133,Hyundai,2012,250000,44588,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,5.0
5134,Maruti,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,5.0
5135,Maruti,2013,371000,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,5.0
5136,Ford,2016,570000,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5.0
5137,Honda,2013,300000,80000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0
5138,Hyundai,2017,620000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
5139,Honda,2018,949000,10200,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0
5141,Maruti,2017,350000,20000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0
5143,Renault,2016,270000,30000,Petrol,Individual,Manual,Third Owner,23.01,999.0,67.0,5.0
5144,Hyundai,2013,235000,40000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
5145,Maruti,2016,500000,60000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
5146,Maruti,2012,220000,111000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5147,Maruti,2014,380000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
5148,Maruti,2010,160000,100000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0
5149,Hyundai,2017,339000,25000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0
5150,Ford,2011,229999,100000,Petrol,Individual,Manual,First Owner,15.3,1596.0,99.6,5.0
5152,Hyundai,2018,470000,25000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0
5154,Ford,2019,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,5.0
5155,Datsun,2019,325000,1300,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0
5157,Maruti,2014,350000,15000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
5158,Renault,2016,300000,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5159,Nissan,2014,540000,150000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0
5160,Maruti,2018,580000,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
5162,Tata,2017,459999,80000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0
5163,Maruti,2015,635000,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5165,Maruti,2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
5166,Fiat,2015,350000,60000,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,5.0
5167,Maruti,2008,320000,175802,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0
5169,Volkswagen,2011,227000,73840,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0
5171,Datsun,2018,275000,20000,Petrol,Individual,Automatic,First Owner,23.0,999.0,67.0,5.0
5172,Hyundai,2013,300000,75000,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0
5174,Volkswagen,2015,550000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0
5175,Skoda,2017,900000,40000,Diesel,Individual,Automatic,First Owner,21.66,1498.0,108.6,5.0
5176,Maruti,2010,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5177,Hyundai,2014,210000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5178,Renault,2016,650000,30000,Diesel,Individual,Manual,First Owner,19.64,1461.0,108.45,5.0
5180,Renault,2019,390000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
5181,Renault,2016,260000,80000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5182,Maruti,2013,450000,67000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
5183,Hyundai,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
5184,Maruti,2019,890000,9000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
5186,Honda,2014,750000,80000,Diesel,Individual,Manual,Second Owner,25.1,1498.0,98.6,5.0
5189,Hyundai,2017,270000,26442,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0
5191,Maruti,2010,130000,28000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5193,Maruti,2005,55000,39000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5194,Maruti,2017,475000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0
5195,Nissan,2013,325000,50000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0
5196,Honda,2017,615000,40000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,5.0
5197,Hyundai,2015,390000,15000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
5198,Maruti,2019,650000,15000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0
5199,Maruti,2015,440000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
5200,Honda,2014,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0
5201,Chevrolet,2012,170000,80000,Petrol,Individual,Manual,First Owner,16.2,995.0,62.1,5.0
5205,Maruti,2020,600000,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0
5206,Honda,2017,400000,50000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0
5207,Maruti,2017,700000,65000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
5208,Maruti,2017,800000,35000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0
5209,Honda,2015,600000,90000,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0
5210,Maruti,2016,580000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5211,Renault,2016,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5212,Ford,2011,204999,147000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0
5214,Hyundai,2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
5216,Ford,2016,459999,69000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0
5217,Maruti,2017,860000,80000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
5218,Hyundai,2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086.0,68.1,5.0
5219,Renault,2016,390000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0
5220,Maruti,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5.0
5222,Hyundai,2018,665000,40142,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0
5223,Hyundai,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0
5224,Mahindra,2016,390000,62000,Diesel,Dealer,Manual,First Owner,25.32,1198.0,77.0,5.0
5226,Hyundai,2019,685000,4300,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.86,5.0
5227,Maruti,2019,595000,14548,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0
5228,Ford,2018,900000,44772,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,5.0
5230,Hyundai,2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0
5231,Hyundai,2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0
5232,Maruti,2018,910000,36500,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0
5233,Maruti,2018,751000,44885,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0
5234,Tata,2009,135000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0
5239,Hyundai,2014,550000,76000,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0
5241,Honda,2013,475000,55000,Petrol,Dealer,Manual,Second Owner,17.0,1497.0,118.0,5.0
5245,Maruti,2017,625000,70000,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,5.0
5246,Maruti,2014,470000,89000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,5.0
5249,Maruti,2013,380000,57000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0
5250,Maruti,2017,650000,70000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
5251,Hyundai,2016,275000,49200,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5253,Hyundai,2008,200000,60000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0
5254,Maruti,2015,315000,120000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5.0
5255,Maruti,2004,90000,110000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
5256,Maruti,2007,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
5257,Maruti,2006,90000,168000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
5259,Hyundai,2015,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0
5260,Maruti,2016,595000,131111,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
5261,Mahindra,2007,150000,120000,Diesel,Individual,Manual,Second Owner,19.2,1461.0,65.0,5.0
5262,Maruti,2012,400000,58400,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0
5263,Maruti,2016,310000,23400,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.1,5.0
5264,Maruti,2018,385000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
5266,Hyundai,2019,521000,3010,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0
5267,Tata,2010,180000,80000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0
5268,Ford,2011,220000,155000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0
5270,Hyundai,2018,540000,4000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
5271,Maruti,2007,140000,35000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5272,Maruti,2003,200000,121000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0
5273,Ford,2015,650000,110000,Diesel,Individual,Manual,Second Owner,22.77,1498.0,98.59,5.0
5274,Ford,2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0
5275,Maruti,2010,305000,175000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0
5276,Ford,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0
5277,Ford,2008,200000,163000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0
5279,Nissan,2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.08,1461.0,63.1,5.0
5283,Maruti,2016,620000,36000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0
5284,Maruti,2012,250000,65000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
5286,Maruti,2012,300000,60000,LPG,Individual,Manual,First Owner,26.2,998.0,58.2,5.0
5287,Fiat,2013,300000,82500,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0
5288,Ford,2018,810000,30000,Diesel,Individual,Manual,Second Owner,23.0,1498.0,98.96,5.0
5290,Maruti,2015,470000,70000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0
5291,Tata,2017,400000,85000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,5.0
5292,Maruti,2014,300000,60000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
5293,Maruti,2015,170000,20000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0
5294,Renault,2014,455999,80000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0
5296,Maruti,2016,650000,80000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0
5297,Tata,2017,350000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
5298,Chevrolet,2013,125000,139000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0
5299,Maruti,2005,80000,90000,Petrol,Individual,Automatic,Second Owner,19.7,796.0,46.3,5.0
5300,Honda,2008,250000,100000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0
5301,Volkswagen,2011,225000,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0
5303,Hyundai,2017,450000,40000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0
5304,Hyundai,2017,509999,90000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0
5305,Maruti,2015,245000,36710,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
5306,Maruti,2016,620000,28180,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0
5309,Maruti,2014,370000,30000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0
5310,Maruti,2013,350000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0
5311,Maruti,2017,580000,20000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
5312,Hyundai,2018,450000,56000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0
5313,Hyundai,2017,600000,19000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
5315,Hyundai,2017,450000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
5316,Tata,2009,150000,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0
5317,Maruti,2019,400000,15000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0
5318,Maruti,2013,185000,85000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
5319,Maruti,2018,625000,50000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0
5320,Hyundai,2019,700000,20000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
5321,Maruti,2017,390000,25000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
5322,Tata,2018,625000,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0
5323,Maruti,2014,400000,50000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0
5324,Hyundai,2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396.0,90.0,5.0
5326,Tata,2019,620000,100000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
5327,Ford,2008,190000,180000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,67.0,5.0
5328,Maruti,2013,210000,50000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0
5329,Maruti,2012,270000,80000,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,5.0
5331,Hyundai,2014,220000,93000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
5333,Hyundai,2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0
5335,Honda,2012,550000,120000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,5.0
5336,Ford,2010,225000,100000,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0
5338,Hyundai,2016,280000,60000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
5339,Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner,17.01,1499.0,110.5,5.0
5340,Maruti,2017,290000,90000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,5.0
5341,Hyundai,2018,720000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0
5342,Ford,2017,800000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
5343,Hyundai,2012,265000,20000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0
5344,Maruti,2010,135000,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
5345,Ford,2016,350000,70000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0
5349,Maruti,2012,355000,90000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0
5350,Hyundai,2019,700000,17000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0
5352,Volkswagen,2012,350000,74000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0
5353,Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
5354,Maruti,2016,290000,15000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
5355,Honda,2019,1000000,72000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0
5356,Tata,2008,85000,25000,Petrol,Individual,Manual,Second Owner,16.84,1193.0,64.4,5.0
5357,Maruti,2003,65000,114000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
5358,Honda,2005,75000,120000,Petrol,Individual,Manual,First Owner,13.0,1493.0,100.0,5.0
5360,Tata,2009,170000,55768,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0
5361,Hyundai,2017,525000,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0
5362,Maruti,2020,265000,70000,Petrol,Individual,Manual,Second Owner,21.79,998.0,67.05,5.0
5363,Tata,2018,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
5364,Maruti,2017,250000,20000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
5365,Maruti,2013,395000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
